node,degree,strength,betweenness,eigenvector,cf_closeness,Kbar
port664,362.0,98886495.07654257,0.048888492243785296,0.008597349567716218,1.4760286834957445e-08,136316.62156071758
port875,302.0,10264517.461456625,0.0,0.0039184556109660386,1.4760286834948118e-08,136316.62156071758
port881,366.0,49351655.7544687,0.0,0.020086083499236164,1.4760286834956542e-08,136316.62156071758
port891,261.0,10227001.994887702,0.0,0.001338788164468873,1.4760286834947952e-08,136316.62156071758
port894,282.0,15554075.09003317,0.0,0.00166436856184487,1.476028683495162e-08,136316.62156071758
port1052,300.0,12456244.37003692,0.0,0.00032847972696546836,1.4760286834949694e-08,136316.62156071758
port165,289.0,24281131.865083966,1.683488024923736e-05,0.0006923567451383969,1.476028683495387e-08,136316.62156071758
port285,322.0,11586558.298861535,0.0,0.00031457778044825715,1.476028683494903e-08,136316.62156071758
port487,328.0,25904913.91540676,0.0,0.001653614769161017,1.4760286834954289e-08,136316.62156071758
port120,332.0,23607242.455574054,0.0,0.0004419105920112332,1.4760286834953825e-08,136316.62156071758
port1035,80.0,818138.7133501068,0.0,3.5432914533805235e-05,1.4760286834825781e-08,136316.62156071758
port103,392.0,37776431.26035372,0.0,0.0013888554613277146,1.4760286834955665e-08,136316.62156071758
port1075,365.0,24260114.093069065,0.0,0.0005120703874788824,1.4760286834954029e-08,136316.62156071758
port1219,374.0,22662588.60179044,0.0,0.0006432893964818512,1.4760286834953708e-08,136316.62156071758
port1236,266.0,10440354.790606864,0.0,0.00041470376779769694,1.4760286834947997e-08,136316.62156071758
port1248,353.0,34849276.47313946,0.0,0.0028349323514917967,1.4760286834955543e-08,136316.62156071758
port126,367.0,33831747.663066566,0.0,0.0015500044680247715,1.476028683495534e-08,136316.62156071758
port134,309.0,23778901.5219378,0.0,0.0008107718189418606,1.4760286834953941e-08,136316.62156071758
port1350,440.0,96091513.50507677,0.0057743639254884144,0.0066224531958156635,1.4760286834957476e-08,136316.62156071758
port1399,324.0,9060438.43787035,0.0,0.0003332522854941265,1.4760286834946458e-08,136316.62156071758
port264,336.0,36642506.56134009,0.0,0.0024308948820327466,1.4760286834955652e-08,136316.62156071758
port357,232.0,13551953.946596969,0.0,0.0003971556977878213,1.4760286834950419e-08,136316.62156071758
port481,454.0,155989920.7392204,0.12728852956448367,0.00845720469884848,1.476028683495788e-08,136316.62156071758
port513,229.0,7347605.452264699,0.0,0.00021746391774609523,1.476028683494349e-08,136316.62156071758
port629,331.0,32604422.877692737,0.0,0.0016296404100207833,1.4760286834955192e-08,136316.62156071758
port736,301.0,6297192.969688798,0.0,0.0002159484634385486,1.4760286834941166e-08,136316.62156071758
port754,378.0,35367280.70522634,0.0015319741026805997,0.0028090950998624674,1.4760286834955465e-08,136316.62156071758
port766,385.0,19022754.412912767,0.0,0.000514914618754716,1.4760286834952795e-08,136316.62156071758
port812,437.0,114651116.75659072,0.028669801064451224,0.0053841849114860596,1.476028683495761e-08,136316.62156071758
port826,391.0,23356847.228247814,1.683488024923736e-05,0.0007418715584343758,1.4760286834953873e-08,136316.62156071758
port871,95.0,6452582.547403701,0.0,0.00011912886378681606,1.4760286834941244e-08,136316.62156071758
port956,298.0,8594215.437907372,0.0,0.0007412618480153704,1.4760286834945912e-08,136316.62156071758
port993,312.0,18103055.346191794,0.0,0.001030467682375536,1.4760286834952555e-08,136316.62156071758
port1282,311.0,10838505.509545993,0.0,0.0005757814067765208,1.476028683494851e-08,136316.62156071758
port4,349.0,22234478.991182733,0.0024747273966378917,0.0010730370404862157,1.47602868349536e-08,136316.62156071758
port657,310.0,12478079.247825716,0.0,0.0005876923549927856,1.4760286834949795e-08,136316.62156071758
port1175,300.0,19498826.347884875,0.0,0.0018749839100545833,1.47602868349531e-08,136316.62156071758
port1241,237.0,16305959.239344422,0.0,0.0021111146381581573,1.4760286834952078e-08,136316.62156071758
port1295,204.0,8066677.459547892,0.0,0.0001814060676395291,1.4760286834944822e-08,136316.62156071758
port159,309.0,12036593.053132849,0.0,0.0004234311755562035,1.4760286834949426e-08,136316.62156071758
port358,295.0,17442886.777298458,0.0,0.0004090237806300657,1.4760286834952197e-08,136316.62156071758
port443,433.0,31799263.652709596,0.0,0.0020117410353757918,1.4760286834955205e-08,136316.62156071758
port47,246.0,57648967.8271265,0.006834961381190368,0.0015540516234076587,1.476028683495639e-08,136316.62156071758
port839,270.0,12823209.693613036,0.0,0.0014416055966255245,1.4760286834950123e-08,136316.62156071758
port1095,356.0,75190533.41264363,0.014680015577334978,0.0017898636901937924,1.4760286834956892e-08,136316.62156071758
port1297,448.0,118361704.64707784,0.0,0.031657373453150235,1.4760286834957743e-08,136316.62156071758
port1410,289.0,25306098.229296695,0.0,0.0016591940847475418,1.4760286834954055e-08,136316.62156071758
port273,413.0,57772824.82975211,0.0,0.003924201877411701,1.476028683495673e-08,136316.62156071758
port792,387.0,69541420.65719609,0.001969680989160771,0.04639697177806276,1.4760286834957182e-08,136316.62156071758
port299,351.0,20354327.959257517,0.0,0.0027908334336732925,1.4760286834953256e-08,136316.62156071758
port973,311.0,21217950.741630137,0.0,0.004594472882806835,1.4760286834953503e-08,136316.62156071758
port192,383.0,13093907.838015283,0.0,0.0006679055943106262,1.4760286834950237e-08,136316.62156071758
port23,419.0,56656854.085235,0.0005555510482248329,0.0025013680868439807,1.4760286834956643e-08,136316.62156071758
port274,418.0,46320193.98539524,0.0020201856299084833,0.0025339395200138087,1.4760286834956237e-08,136316.62156071758
port735,430.0,17907544.7744443,0.0,0.0008055923467909143,1.4760286834952494e-08,136316.62156071758
port828,371.0,12240638.773613935,0.0,0.0006274699132384456,1.4760286834949627e-08,136316.62156071758
port1038,378.0,27628518.137535393,0.0,0.0010446513477596138,1.4760286834954591e-08,136316.62156071758
port1277,336.0,9630523.694239028,0.0,0.0003389399023739056,1.4760286834947201e-08,136316.62156071758
port394,283.0,11874970.74770578,0.0,0.0008648775744592217,1.4760286834949329e-08,136316.62156071758
port483,345.0,12905237.874990994,0.0,0.0005507334811653358,1.4760286834950081e-08,136316.62156071758
port617,336.0,21408044.52857107,0.0,0.0009493072375940908,1.4760286834953435e-08,136316.62156071758
port620,343.0,22578373.700830378,0.0,0.0014844839903353703,1.4760286834953623e-08,136316.62156071758
port653,319.0,13880249.913210316,0.0,0.0003230619419708564,1.4760286834950634e-08,136316.62156071758
port765,375.0,13918300.595885454,0.0,0.0006351890561263827,1.4760286834950705e-08,136316.62156071758
port294,267.0,11886437.908421563,0.0,0.0007578790959883715,1.4760286834949373e-08,136316.62156071758
port977,321.0,11619976.143512122,0.0,0.0007916802383321095,1.4760286834949205e-08,136316.62156071758
port1057,349.0,19487941.420221344,0.001969680989160771,0.000608692993298082,1.4760286834952879e-08,136316.62156071758
port1260,229.0,21719376.727938376,0.01742410105796067,0.00039218297651268173,1.476028683495334e-08,136316.62156071758
port38,282.0,12294826.663893074,0.0,0.0003241471849619031,1.4760286834949582e-08,136316.62156071758
port262,339.0,29198423.48785068,0.012946022911663529,0.00046821509905568603,1.4760286834954613e-08,136316.62156071758
port307,315.0,18722159.396529846,3.366976049847472e-05,0.0002752107925544457,1.4760286834952575e-08,136316.62156071758
port647,230.0,9921776.949839229,0.0,0.00025287800881198006,1.4760286834947393e-08,136316.62156071758
port1054,291.0,37787020.619140804,0.0020201856299084833,0.001971470872320375,1.4760286834955627e-08,136316.62156071758
port181,231.0,17594701.313898087,0.002895599402868826,0.0026070808467317484,1.4760286834952288e-08,136316.62156071758
port220,396.0,41783062.225978844,0.0012121113779450898,0.0018791042403883433,1.4760286834955964e-08,136316.62156071758
port319,351.0,33843095.021342136,0.003400645810345947,0.001633088122207303,1.4760286834955273e-08,136316.62156071758
port1358,367.0,17713482.63952872,0.0,0.0004585625160377613,1.4760286834952373e-08,136316.62156071758
port637,351.0,23288797.564790227,0.0,0.0008188223828633732,1.4760286834953853e-08,136316.62156071758
port699,420.0,59539874.49873398,0.005976382488479263,0.002736062652329001,1.4760286834956747e-08,136316.62156071758
port1086,297.0,10620504.316192532,0.0,0.0017925755056102677,1.476028683494839e-08,136316.62156071758
port408,394.0,33664866.31643703,0.0,0.0006928536491213923,1.4760286834955233e-08,136316.62156071758
port864,291.0,20733615.85263405,3.366976049847472e-05,0.000406838770277136,1.4760286834953139e-08,136316.62156071758
port1393,323.0,17325510.958505794,0.0,0.0016671921466111048,1.476028683495238e-08,136316.62156071758
port813,247.0,15280763.450222868,0.010336616473031739,0.004597539892601496,1.4760286834951465e-08,136316.62156071758
port267,91.0,290034.29623825557,0.0,9.005604820081131e-06,1.4760286834584277e-08,136316.62156071758
port1182,191.0,17488221.947563276,0.0,0.0012585997243116324,1.476028683495236e-08,136316.62156071758
port1213,324.0,18965581.955911405,0.0,0.0006367439067750489,1.476028683495279e-08,136316.62156071758
port1261,348.0,19714768.089913316,0.0,0.0020429215082142633,1.4760286834953061e-08,136316.62156071758
port1150,438.0,41268448.39905838,0.0019865158694100083,0.0009267377873783807,1.476028683495584e-08,136316.62156071758
port833,462.0,186159068.97447935,0.10515066203673655,0.01650913702983412,1.4760286834957993e-08,136316.62156071758
port1217,320.0,166463101.25902918,0.0626762591679107,0.04915797413526147,1.4760286834957918e-08,136316.62156071758
port1381,284.0,12945335.669571066,0.0,0.002967683251622209,1.4760286834950207e-08,136316.62156071758
port215,420.0,22646619.462382354,0.0,0.003146199522743845,1.4760286834953756e-08,136316.62156071758
port665,366.0,22661418.524569385,0.0,0.004182658566119654,1.4760286834953809e-08,136316.62156071758
port685,233.0,16689605.982176598,0.0,0.0025790161385561955,1.476028683495212e-08,136316.62156071758
port851,357.0,16354289.52206561,0.0,0.000769005099603197,1.4760286834951913e-08,136316.62156071758
port380,378.0,43064543.95740335,3.366976049847472e-05,0.0012929993376017206,1.476028683495586e-08,136316.62156071758
port782,385.0,34437506.06095942,0.0,0.002060309083582891,1.4760286834955415e-08,136316.62156071758
port265,362.0,17924244.86374839,0.0,0.0010700950319119048,1.476028683495251e-08,136316.62156071758
port626,390.0,32605153.602098286,0.0,0.0014162734976032741,1.4760286834955223e-08,136316.62156071758
port1100,352.0,27548060.181537446,0.0,0.0012794541433553122,1.4760286834954581e-08,136316.62156071758
port579,414.0,30549547.447087035,1.683488024923736e-05,0.000945516364347301,1.4760286834954906e-08,136316.62156071758
port237,294.0,11375372.61508551,0.0,0.000605087374596236,1.4760286834948907e-08,136316.62156071758
port814,301.0,20980389.19378563,0.0,0.0019717297851305515,1.476028683495348e-08,136316.62156071758
port1072,444.0,70328673.06723124,0.004242389822807815,0.009116827341817693,1.4760286834956997e-08,136316.62156071758
port1092,328.0,16420306.635051098,0.0,0.0005796742539721154,1.476028683495185e-08,136316.62156071758
port1112,332.0,9505523.906170731,0.0,0.0003361294361903691,1.4760286834947049e-08,136316.62156071758
port1369,392.0,15830673.308948241,0.0,0.0013488822758226408,1.4760286834951678e-08,136316.62156071758
port1415,389.0,16323008.235605719,0.0,0.004706933458087984,1.4760286834951931e-08,136316.62156071758
port1428,189.0,13259698.622478098,0.0,0.0021167133164404256,1.476028683495038e-08,136316.62156071758
port259,329.0,14636853.469252031,0.0,0.0005501981434701946,1.4760286834951067e-08,136316.62156071758
port521,418.0,33384230.62633812,0.0009595881742065296,0.005811699636307582,1.4760286834955392e-08,136316.62156071758
port258,290.0,13157108.218043739,0.0005050464074771208,0.0005199169252423642,1.476028683495021e-08,136316.62156071758
port311,466.0,107142044.49003345,0.009747395664308432,0.0191018898287776,1.4760286834957597e-08,136316.62156071758
port315,214.0,4332090.88709947,0.0,0.00011513979674983268,1.4760286834933207e-08,136316.62156071758
port272,320.0,13125447.502481371,0.0,0.0005105128558397549,1.4760286834950224e-08,136316.62156071758
port67,275.0,12959509.779268982,0.0,0.0002769559084066203,1.4760286834949954e-08,136316.62156071758
port781,291.0,10812247.066790624,0.0,0.00018621729566529628,1.476028683494826e-08,136316.62156071758
port1255,259.0,21469364.838048905,0.001498304342182125,0.00234758903528639,1.4760286834953139e-08,136316.62156071758
port536,170.0,11572039.734445238,0.0,0.0013275180589083443,1.4760286834948978e-08,136316.62156071758
port510,364.0,6371468.419033724,0.0,0.00027463831859024165,1.4760286834941381e-08,136316.62156071758
port1036,308.0,17980871.321785897,0.00013467904199389888,0.0006036579583499072,1.4760286834952321e-08,136316.62156071758
port151,282.0,4891791.343845995,0.0,0.0013401215691621136,1.4760286834936349e-08,136316.62156071758
port44,156.0,1347400.5234650653,0.0,0.0003464210470981982,1.4760286834878013e-08,136316.62156071758
port91,236.0,13874821.504898923,0.0,0.00217018049542229,1.4760286834950796e-08,136316.62156071758
port141,334.0,11006031.646609778,0.0,0.000263822360803895,1.4760286834948556e-08,136316.62156071758
port740,300.0,93024875.78578265,0.03404012786395794,0.002635555839478171,1.4760286834957223e-08,136316.62156071758
port477,358.0,17765789.17371571,0.0,0.0015876415231751606,1.4760286834952432e-08,136316.62156071758
port570,393.0,72172967.75687616,0.009595881742065295,0.007374294753865692,1.4760286834957126e-08,136316.62156071758
port743,392.0,65695061.60782909,0.006262575452716298,0.0038312160451462345,1.476028683495696e-08,136316.62156071758
port757,307.0,13868222.610708049,0.0,0.0008377664994939828,1.4760286834950685e-08,136316.62156071758
port948,443.0,44385413.74318923,0.0,0.011194176559427149,1.4760286834956201e-08,136316.62156071758
port843,451.0,63329523.45287186,1.683488024923736e-05,0.0037291979115353924,1.4760286834956853e-08,136316.62156071758
port137,348.0,9113736.73159185,0.0,0.001434629286859612,1.476028683494663e-08,136316.62156071758
port784,307.0,12083843.240771296,0.0,0.0031430187819858997,1.4760286834949529e-08,136316.62156071758
port830,198.0,11958553.47293355,0.0,0.0009663073465195296,1.4760286834949238e-08,136316.62156071758
port1165,270.0,15140265.27691153,0.002003350749659246,0.0006270837164968086,1.4760286834951322e-08,136316.62156071758
port1231,249.0,11848423.322802734,0.0,0.0002028185086916275,1.4760286834949211e-08,136316.62156071758
port928,292.0,9721731.292400524,0.0,0.00025441713595391674,1.4760286834947241e-08,136316.62156071758
port306,228.0,13384179.752200032,0.0,0.001259124071419341,1.4760286834950477e-08,136316.62156071758
port362,358.0,29349213.792617258,0.0,0.0027104978016946656,1.4760286834954899e-08,136316.62156071758
port747,244.0,48299087.37068714,0.0,0.01118145672427884,1.4760286834956438e-08,136316.62156071758
port271,324.0,38187864.5938149,0.0,0.006303842748889031,1.4760286834955814e-08,136316.62156071758
port167,300.0,11172888.013753897,0.0,0.00037332981509236376,1.4760286834948698e-08,136316.62156071758
port489,380.0,21664287.10787512,0.0,0.0010975234802951298,1.476028683495353e-08,136316.62156071758
port856,279.0,14486156.368659323,0.0,0.00046520666149657477,1.4760286834950958e-08,136316.62156071758
port1252,306.0,44192917.45155539,0.0,0.018252543530107985,1.4760286834956327e-08,136316.62156071758
port1259,325.0,11689191.71888376,0.0,0.00031653819217311574,1.4760286834949153e-08,136316.62156071758
port266,274.0,11537956.543828554,0.0,0.00031974371866330323,1.4760286834948971e-08,136316.62156071758
port532,233.0,12928350.89659114,0.0,0.00030290242867567376,1.4760286834949957e-08,136316.62156071758
port1091,321.0,54037568.49854969,0.00021885344324008567,0.005196836995098522,1.4760286834956646e-08,136316.62156071758
port1283,361.0,30075010.09879184,0.00018518368274161097,0.0008328782776052844,1.4760286834954795e-08,136316.62156071758
port779,308.0,16819303.106468696,0.0,0.0005407789266064491,1.4760286834951728e-08,136316.62156071758
port385,312.0,4755181.241489162,0.0,0.00013727758759520003,1.4760286834935498e-08,136316.62156071758
port1021,204.0,16314949.499804266,0.0,0.0004256899475846948,1.4760286834951354e-08,136316.62156071758
port236,297.0,22230231.459741045,0.0,0.001458855208035052,1.4760286834953762e-08,136316.62156071758
port1147,171.0,17082383.231391195,1.683488024923736e-05,0.00031229519049409405,1.4760286834950383e-08,136316.62156071758
port1099,375.0,53241122.325159796,0.005134638476017395,0.016794307476672144,1.4760286834956593e-08,136316.62156071758
port144,259.0,11874282.191805858,0.0,0.0006395673777060404,1.4760286834949319e-08,136316.62156071758
port117,278.0,9527870.904616287,0.0,0.00027193346570114076,1.4760286834946965e-08,136316.62156071758
port1139,302.0,5333443.713487282,0.0,0.0003124038056851085,1.4760286834938038e-08,136316.62156071758
port1133,329.0,52224966.90294766,0.014275978451353281,0.020635456881203353,1.4760286834956606e-08,136316.62156071758
port674,84.0,101900296.28105058,0.0376259573570455,0.016792956649179652,1.4760286834957476e-08,136316.62156071758
port1020,169.0,23435707.499761328,0.0,0.0004208238967011362,1.4760286834953594e-08,136316.62156071758
port1246,294.0,13181841.577973586,0.0,0.00046491675800240065,1.4760286834950172e-08,136316.62156071758
port1419,377.0,17093199.10160417,0.0,0.0009964178550013008,1.4760286834952244e-08,136316.62156071758
port1279,329.0,23943338.446553413,0.0,0.0007351197169873375,1.4760286834953941e-08,136316.62156071758
port493,309.0,27537565.677054502,0.0,0.0007700582410578468,1.4760286834954515e-08,136316.62156071758
port573,282.0,14585784.7102839,0.0,0.0004893790121472977,1.476028683495099e-08,136316.62156071758
port654,338.0,16842931.32634495,0.0,0.00028471382018499113,1.4760286834952015e-08,136316.62156071758
port706,297.0,27604793.650467046,0.001969680989160771,0.0009391587106541328,1.4760286834954575e-08,136316.62156071758
port322,303.0,12520455.462429363,0.0,0.0005341416171575721,1.4760286834949775e-08,136316.62156071758
port758,288.0,20232058.748850957,0.0,0.0006108237385820116,1.4760286834953074e-08,136316.62156071758
port1357,261.0,28061503.28591839,0.0007407347309664439,0.0005989145873251108,1.4760286834954257e-08,136316.62156071758
port378,274.0,11348219.154357033,0.0,0.00019542673928790393,1.4760286834948796e-08,136316.62156071758
port1214,269.0,18656920.057578016,0.0020201856299084833,0.0007794896723374982,1.4760286834952527e-08,136316.62156071758
port920,237.0,20464119.442629587,0.0,0.0009306085591297281,1.4760286834953061e-08,136316.62156071758
port933,298.0,40422976.67533146,0.0028787645226195885,0.0013210590369247968,1.4760286834955691e-08,136316.62156071758
port70,354.0,33050810.66481949,0.0,0.0010233916120586878,1.4760286834955179e-08,136316.62156071758
port179,264.0,12390187.658185106,0.0,0.0004167127131701446,1.4760286834949607e-08,136316.62156071758
port425,269.0,10945625.24784629,0.0,0.0016493280570966493,1.4760286834948563e-08,136316.62156071758
port1326,302.0,13675283.97429181,0.0,0.0004817079575742347,1.476028683495054e-08,136316.62156071758
port293,286.0,15770800.479371801,0.0,0.0006162345599727817,1.4760286834951584e-08,136316.62156071758
port658,294.0,20046187.560492065,0.00037036736548322195,0.0005146832517219375,1.476028683495301e-08,136316.62156071758
port868,268.0,16076575.301604284,0.0,0.0003337552748521487,1.4760286834951613e-08,136316.62156071758
port1070,380.0,108317411.13823527,0.21851674563510093,0.08057486617925529,1.4760286834957597e-08,136316.62156071758
port783,225.0,13967710.404961336,0.0,0.00027220433277739414,1.4760286834950386e-08,136316.62156071758
port970,202.0,17981071.705207054,0.0,0.0026063861203693595,1.4760286834952611e-08,136316.62156071758
port1015,251.0,26806861.678951114,5.050464074771208e-05,0.0010083302818802548,1.476028683495436e-08,136316.62156071758
port787,255.0,13799490.729604954,0.0,0.000592934445747153,1.4760286834950409e-08,136316.62156071758
port1374,306.0,8469303.404050982,0.0,0.0003411906476037808,1.4760286834945643e-08,136316.62156071758
port24,367.0,33443091.7704877,0.005403996560005193,0.0028017975002573555,1.4760286834955385e-08,136316.62156071758
port1090,325.0,66761463.754500285,0.000420872006230934,0.004998136069618627,1.4760286834956993e-08,136316.62156071758
port526,340.0,358500304.73615783,0.2585164211072889,0.06779371500348219,1.4760286834958314e-08,136316.62156071758
port1203,323.0,46559604.99683852,0.028030075614980204,0.0033509879974689145,1.4760286834956143e-08,136316.62156071758
port296,271.0,15003336.039247092,0.0,0.0003556243464545077,1.4760286834951168e-08,136316.62156071758
port517,298.0,341291932.8297589,0.23050318037255793,0.46527477124563077,1.4760286834958451e-08,136316.62156071758
port245,286.0,20926067.014427945,0.0,0.007138695468846388,1.4760286834953516e-08,136316.62156071758
port594,158.0,11617632.948543005,0.0,0.0011590128249129126,1.4760286834948864e-08,136316.62156071758
port1073,304.0,165353708.76215002,0.0,0.289824619570415,1.4760286834958003e-08,136316.62156071758
port1390,210.0,14794125.207669133,0.0,0.00195894707615611,1.4760286834951124e-08,136316.62156071758
port1427,272.0,13972361.105647814,0.0,0.001386033083702455,1.4760286834950803e-08,136316.62156071758
port888,311.0,17205491.39684734,0.0,0.0003680902461509465,1.4760286834952085e-08,136316.62156071758
port228,199.0,35028765.26374493,0.0,0.05163101503355416,1.476028683495573e-08,136316.62156071758
port277,272.0,24656652.58213973,0.0009595881742065296,0.0006038388182690942,1.476028683495299e-08,136316.62156071758
port1304,278.0,24205533.294604324,0.0,0.010309350103885622,1.4760286834954237e-08,136316.62156071758
port1285,232.0,18216161.640877932,0.0,0.0006415119333067445,1.4760286834952447e-08,136316.62156071758
port364,218.0,21878154.013199873,0.0,0.015529984727258394,1.4760286834953815e-08,136316.62156071758
port1327,275.0,29072053.17669483,0.0,0.011204241566629945,1.4760286834954983e-08,136316.62156071758
port974,222.0,21323091.25023631,0.0,0.0021529647108977203,1.4760286834953614e-08,136316.62156071758
port578,248.0,54090673.52596517,0.0,0.0585237802410599,1.4760286834956757e-08,136316.62156071758
port1379,242.0,11119598.00316314,0.0,0.003094861366405343,1.47602868349489e-08,136316.62156071758
port286,132.0,5033331.261745968,0.0,0.0004038706249558483,1.4760286834936842e-08,136316.62156071758
port1398,232.0,18122188.76302291,0.0,0.0007090333880602004,1.4760286834952426e-08,136316.62156071758
port155,223.0,58951019.29371294,0.0071043194651781655,0.002328155321882838,1.476028683495664e-08,136316.62156071758
port567,224.0,10947191.726766597,0.0,0.004485015582947258,1.4760286834948763e-08,136316.62156071758
port1208,244.0,11110221.983283246,0.0,0.000302315841151788,1.476028683494862e-08,136316.62156071758
port175,279.0,14833961.434975736,0.0,0.00035342997357290843,1.4760286834951094e-08,136316.62156071758
port845,260.0,16461788.279945605,0.0,0.00037619322534357484,1.4760286834951815e-08,136316.62156071758
port1167,287.0,12602526.170821747,0.0,0.00020517588357803112,1.4760286834949802e-08,136316.62156071758
port681,193.0,27218253.42485908,0.0,0.013274033286747502,1.476028683495473e-08,136316.62156071758
